"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2013,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","480","Non-standardised","6.8","6.2","7.4",NA
2013,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","480","Age-gender-standardised","7","6.4","7.7",NA
2014,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","501","Non-standardised","7","6.4","7.7",NA
2014,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","501","Age-gender-standardised","7.3","6.7","8",NA
2015,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","455","Non-standardised","6.3","5.8","6.9",NA
2015,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","455","Age-gender-standardised","6.6","6","7.2",NA
2016,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","498","Non-standardised","6.9","6.3","7.5",NA
2016,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","498","Age-gender-standardised","7.1","6.5","7.7",NA
2017,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","460","Non-standardised","6.3","5.8","6.9",NA
2017,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","460","Age-gender-standardised","6.5","5.9","7.2",NA
2018,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","474","Non-standardised","6.5","5.9","7.1",NA
2018,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","474","Age-gender-standardised","6.7","6.1","7.3",NA
2019,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","471","Non-standardised","6.4","5.8","7",NA
2019,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","471","Age-gender-standardised","6.5","5.9","7.1",NA
2020,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","379","Non-standardised","5.1","4.6","5.7",NA
2020,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","379","Age-gender-standardised","5.2","4.7","5.8",NA
2021,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","387","Non-standardised","5.2","4.7","5.8",NA
2021,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","387","Age-gender-standardised","5.3","4.7","5.8",NA
2022,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","373","Non-standardised","5","4.5","5.5",NA
2022,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","Non-malignant brain","373","Age-gender-standardised","5","4.5","5.6",NA
2013,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1219","Non-standardised","17.2","16.2","18.1",NA
2013,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1219","Age-gender-standardised","18.2","17.2","19.2",NA
2014,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1279","Non-standardised","17.9","16.9","18.9",NA
2014,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1279","Age-gender-standardised","18.9","17.9","20",NA
2015,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1253","Non-standardised","17.4","16.5","18.4",NA
2015,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1253","Age-gender-standardised","18.4","17.4","19.4",NA
2016,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1296","Non-standardised","17.9","17","18.9",NA
2016,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1296","Age-gender-standardised","18.7","17.7","19.8",NA
2017,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1260","Non-standardised","17.3","16.4","18.3",NA
2017,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1260","Age-gender-standardised","18","17","19",NA
2018,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1227","Non-standardised","16.8","15.8","17.7",NA
2018,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1227","Age-gender-standardised","17.3","16.4","18.3",NA
2019,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1263","Non-standardised","17.2","16.2","18.1",NA
2019,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1263","Age-gender-standardised","17.7","16.7","18.7",NA
2020,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1123","Non-standardised","15.2","14.3","16.1",NA
2020,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1123","Age-gender-standardised","15.6","14.7","16.5",NA
2021,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1126","Non-standardised","15.2","14.3","16.1",NA
2021,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1126","Age-gender-standardised","15.5","14.6","16.4",NA
2022,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1099","Non-standardised","14.6","13.8","15.5",NA
2022,"Persons","All ages","Government Office Region","E12000002","North West","All quintiles","All stages","Brain","All Brain","1099","Age-gender-standardised","14.9","14","15.8",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","182","Non-standardised","2.1","1.8","2.4",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","182","Age-gender-standardised","2.2","1.9","2.5",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","190","Non-standardised","2.1","1.8","2.5",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","190","Age-gender-standardised","2.2","1.9","2.6",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","143","Non-standardised","1.6","1.3","1.9",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","143","Age-gender-standardised","1.7","1.4","2",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","147","Non-standardised","1.6","1.4","1.9",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","147","Age-gender-standardised","1.7","1.4","2",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","151","Non-standardised","1.7","1.4","1.9",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","151","Age-gender-standardised","1.7","1.5","2",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","139","Non-standardised","1.5","1.3","1.8",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","139","Age-gender-standardised","1.6","1.3","1.8",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","124","Non-standardised","1.3","1.1","1.6",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","124","Age-gender-standardised","1.4","1.2","1.7",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","81","Non-standardised","0.9","0.7","1.1",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","81","Age-gender-standardised","0.9","0.7","1.1",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","119","Non-standardised","1.3","1.1","1.5",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","119","Age-gender-standardised","1.3","1.1","1.6",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","65","Non-standardised","0.7","0.5","0.9",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Benign endocrine","65","Age-gender-standardised","0.7","0.5","0.9",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","813","Non-standardised","9.2","8.6","9.9",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","813","Age-gender-standardised","9.8","9.1","10.5",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","789","Non-standardised","8.9","8.3","9.5",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","789","Age-gender-standardised","9.3","8.7","10",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","838","Non-standardised","9.3","8.7","10",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","838","Age-gender-standardised","9.8","9.1","10.5",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","831","Non-standardised","9.2","8.6","9.8",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","831","Age-gender-standardised","9.6","8.9","10.3",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","885","Non-standardised","9.7","9.1","10.4",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","885","Age-gender-standardised","10.1","9.4","10.8",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","817","Non-standardised","8.9","8.3","9.6",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","817","Age-gender-standardised","9.2","8.6","9.8",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","853","Non-standardised","9.3","8.7","9.9",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","853","Age-gender-standardised","9.4","8.8","10.1",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","857","Non-standardised","9.3","8.7","9.9",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","857","Age-gender-standardised","9.4","8.8","10.1",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","806","Non-standardised","8.7","8.1","9.3",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","806","Age-gender-standardised","8.8","8.2","9.4",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","856","Non-standardised","9.1","8.5","9.8",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Malignant brain","856","Age-gender-standardised","9.2","8.6","9.8",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","64","Non-standardised","0.7","0.6","0.9",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","64","Age-gender-standardised","0.7","0.6","0.9",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","26","Non-standardised","0.3","0.2","0.4",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","26","Age-gender-standardised","0.3","0.2","0.4",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","45","Non-standardised","0.5","0.4","0.7",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","45","Age-gender-standardised","0.5","0.4","0.7",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","21","Non-standardised","0.2","0.1","0.4",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","21","Age-gender-standardised","0.2","0.1","0.3",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","36","Non-standardised","0.4","0.3","0.5",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","36","Age-gender-standardised","0.4","0.3","0.5",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","31","Non-standardised","0.3","0.2","0.5",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","31","Age-gender-standardised","0.3","0.2","0.5",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","22","Non-standardised","0.2","0.1","0.4",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","22","Age-gender-standardised","0.2","0.2","0.4",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","26","Non-standardised","0.3","0.2","0.4",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","26","Age-gender-standardised","0.3","0.2","0.4",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","33","Non-standardised","0.4","0.2","0.5",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","33","Age-gender-standardised","0.3","0.2","0.5",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","22","Non-standardised","0.2","0.1","0.4",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-benign endocrine","22","Age-gender-standardised","0.2","0.1","0.3",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","702","Non-standardised","8","7.4","8.6",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","702","Age-gender-standardised","8.3","7.7","8.9",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","733","Non-standardised","8.2","7.7","8.9",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","733","Age-gender-standardised","8.4","7.8","9.1",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","687","Non-standardised","7.7","7.1","8.3",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","687","Age-gender-standardised","7.8","7.3","8.4",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","622","Non-standardised","6.9","6.3","7.4",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","622","Age-gender-standardised","7","6.5","7.6",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","647","Non-standardised","7.1","6.6","7.7",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","647","Age-gender-standardised","7.2","6.6","7.7",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","640","Non-standardised","7","6.5","7.6",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","640","Age-gender-standardised","7.1","6.5","7.6",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","606","Non-standardised","6.6","6.1","7.1",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","606","Age-gender-standardised","6.6","6.1","7.1",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","569","Non-standardised","6.2","5.7","6.7",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","569","Age-gender-standardised","6.1","5.6","6.6",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","552","Non-standardised","5.9","5.5","6.5",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","552","Age-gender-standardised","5.9","5.4","6.4",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","518","Non-standardised","5.5","5.1","6",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","Non-malignant brain","518","Age-gender-standardised","5.4","5","5.9",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1761","Non-standardised","20","19.1","20.9",NA
2013,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1761","Age-gender-standardised","21","20","22",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1738","Non-standardised","19.5","18.6","20.5",NA
2014,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1738","Age-gender-standardised","20.3","19.3","21.3",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1713","Non-standardised","19.1","18.2","20",NA
2015,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1713","Age-gender-standardised","19.8","18.9","20.8",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1621","Non-standardised","17.9","17","18.8",NA
2016,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1621","Age-gender-standardised","18.5","17.6","19.4",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1719","Non-standardised","18.9","18","19.8",NA
2017,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1719","Age-gender-standardised","19.4","18.5","20.3",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1627","Non-standardised","17.8","16.9","18.7",NA
2018,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1627","Age-gender-standardised","18.1","17.3","19",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1605","Non-standardised","17.5","16.6","18.3",NA
2019,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1605","Age-gender-standardised","17.7","16.8","18.5",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1533","Non-standardised","16.6","15.8","17.5",NA
2020,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1533","Age-gender-standardised","16.7","15.8","17.5",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1510","Non-standardised","16.2","15.4","17.1",NA
2021,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1510","Age-gender-standardised","16.3","15.5","17.2",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1461","Non-standardised","15.6","14.8","16.4",NA
2022,"Persons","All ages","Government Office Region","E12000008","South East","All quintiles","All stages","Brain","All Brain","1461","Age-gender-standardised","15.5","14.7","16.3",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","88","Non-standardised","1.6","1.3","2",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","88","Age-gender-standardised","1.6","1.3","2",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Non-standardised","1.8","1.4","2.2",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Age-gender-standardised","1.8","1.4","2.2",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Non-standardised","1.8","1.4","2.1",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Age-gender-standardised","1.8","1.4","2.2",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Non-standardised","1.7","1.4","2.1",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","96","Age-gender-standardised","1.7","1.4","2.1",NA
2017,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","109","Non-standardised","2","1.6","2.4",NA
2017,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","109","Age-gender-standardised","1.9","1.6","2.3",NA
2018,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","106","Non-standardised","1.9","1.5","2.3",NA
2018,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","106","Age-gender-standardised","1.8","1.5","2.2",NA
2019,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","98","Non-standardised","1.7","1.4","2.1",NA
2019,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","98","Age-gender-standardised","1.7","1.4","2.1",NA
2020,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","98","Non-standardised","1.7","1.4","2.1",NA
2020,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","98","Age-gender-standardised","1.7","1.4","2.1",NA
2021,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","112","Non-standardised","2","1.6","2.4",NA
2021,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","112","Age-gender-standardised","1.9","1.6","2.3",NA
2022,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","124","Non-standardised","2.2","1.8","2.6",NA
2022,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Benign endocrine","124","Age-gender-standardised","2.1","1.7","2.5",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","531","Non-standardised","9.9","9.1","10.8",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","531","Age-gender-standardised","9.9","9","10.8",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","497","Non-standardised","9.2","8.4","10",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","497","Age-gender-standardised","9.1","8.3","9.9",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","542","Non-standardised","9.9","9.1","10.8",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","542","Age-gender-standardised","9.7","8.9","10.6",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","591","Non-standardised","10.7","9.8","11.6",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","591","Age-gender-standardised","10.5","9.7","11.4",NA
2017,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","603","Non-standardised","10.8","10","11.7",NA
2017,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","603","Age-gender-standardised","10.5","9.6","11.3",NA
2018,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","570","Non-standardised","10.2","9.3","11",NA
2018,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","570","Age-gender-standardised","9.8","9","10.7",NA
2019,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","584","Non-standardised","10.3","9.5","11.2",NA
2019,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","584","Age-gender-standardised","9.9","9.1","10.8",NA
2020,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","563","Non-standardised","9.9","9.1","10.8",NA
2020,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","563","Age-gender-standardised","9.5","8.7","10.3",NA
2021,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","586","Non-standardised","10.3","9.4","11.1",NA
2021,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","586","Age-gender-standardised","9.6","8.9","10.4",NA
2022,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","587","Non-standardised","10.2","9.4","11",NA
2022,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Malignant brain","587","Age-gender-standardised","9.5","8.8","10.3",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","18","Non-standardised","0.3","0.2","0.5",NA
2013,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","18","Age-gender-standardised","0.3","0.2","0.5",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","18","Non-standardised","0.3","0.2","0.5",NA
2014,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","18","Age-gender-standardised","0.3","0.2","0.5",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","20","Non-standardised","0.4","0.2","0.6",NA
2015,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","20","Age-gender-standardised","0.4","0.2","0.6",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","11","Non-standardised","0.2","0.1","0.4",NA
2016,"Persons","All ages","Government Office Region","E12000009","South West","All quintiles","All stages","Brain","Non-benign endocrine","11","Age-gender-standardised","0.2","0.1","0.4",NA
